Name,URL,Cuisine,Ingredients,key_ingredients
Torsk (Scandinavian Cod),https://www.allrecipes.com/recipe/12783/torsk/,Scandinavian,6 cups water or more as needed 1 cup white sugar 2 tablespoons salt 6 6 ounce fillets cod 1 ½ cups butter melted 1 dash paprika,"['butter', 'sugar']"
Rosettes,https://www.allrecipes.com/recipe/9809/rosettes-i/,Scandinavian,2 large eggs 1 tablespoon white sugar ¼ teaspoon salt 1 cup sifted allpurpose flour 1 cup milk 1 teaspoon vanilla extract   vegetable oil for frying   confectioners sugar for dusting,"['eggs', 'milk', 'flour', 'sugar']"
Semla (Swedish Fat Tuesday Buns),https://www.allrecipes.com/recipe/8540775/semla-swedish-fat-tuesday-buns/,Scandinavian,1 cup warm milk 95100 degrees F 1 package active dry yeast 2 teaspoons 1 ⅓ cups allpurpose flour,"['milk', 'flour']"
Semla,https://www.allrecipes.com/recipe/139232/semlor-semla/,Scandinavian,1 ½ cups warm milk 70 to 80 degrees F ⅔ cup butter melted 2  eggs 1 25 ounce envelope active dry yeast 5 cups allpurpose flour ½ cup white sugar 1 teaspoon ground cardamom ½ teaspoon salt 1 cup allpurpose flour 4 teaspoons baking powder,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Fried Okra,https://www.allrecipes.com/recipe/22176/fried-okra/,Soul Food,10 pods okra sliced in 14 inch pieces 1  egg beaten 1 cup cornmeal ¼ teaspoon salt ¼ teaspoon ground black pepper ½ cup vegetable oil,['corn']
Roasted Okra,https://www.allrecipes.com/recipe/204478/roasted-okra/,Soul Food,18  fresh okra pods sliced 13 inch thick 1 tablespoon olive oil 2 teaspoons kosher salt or to taste 2 teaspoons black pepper or to taste,[]
Southern-Style Neck Bones,https://www.allrecipes.com/recipe/184008/southern-style-neck-bones/,Soul Food,2  onions roughly chopped 5 cloves garlic roughly chopped ¼ cup water 1 tablespoon distilled white vinegar 4 pounds pork neck bones 1 ½ teaspoons salt 1 teaspoon ground black pepper,"['garlic', 'onion', 'pork']"
Oxtails with Gravy,https://www.allrecipes.com/recipe/89612/oxtails-with-gravy/,Soul Food,2 pounds beef oxtail 1  onion chopped 1 clove garlic minced 1 tablespoon Greek seasoning 1 tablespoon salt or more to taste 1 teaspoon ground black pepper or more to taste 1 teaspoon seasoning salt 4 cups water or as needed 2 tablespoons bacon drippings or shortening 2 tablespoons allpurpose flour 2 dashes browning sauce 1 pinch garlic powder or to taste,"['garlic', 'onion', 'beef', 'flour']"
Down Home Chitterlings,https://www.allrecipes.com/recipe/71111/down-home-chitterlings/,Soul Food,10 pounds frozen chitterlings thawed and cleaned 1  onion roughly chopped 2 teaspoons salt 1 teaspoon minced garlic 1 teaspoon crushed red pepper flakes,"['garlic', 'onion']"
Grandma Oma's Pickled Okra,https://www.allrecipes.com/recipe/35965/grandma-omas-pickled-okra/,Soul Food,1 ½ pounds fresh okra 3  dried red chile peppers 3 teaspoons dried dill 2 cups water 1 cup vinegar 2 tablespoons salt,[]
Soul Smothered Chicken,https://www.allrecipes.com/recipe/83302/soul-smothered-chicken/,Soul Food,½ cup butter 1  whole chicken cut into pieces 3 teaspoons salt divided ¾ teaspoon ground black pepper divided ¾ cup allpurpose flour 3 cups chopped yellow onions 2 cups chopped carrots 1 cup chopped celery 3 cloves garlic chopped 3 tablespoons allpurpose flour 3 cups chicken broth ¼ teaspoon cayenne pepper,"['celery', 'garlic', 'onion', 'carrot', 'chicken', 'butter', 'flour']"
Southern-Style Buttermilk Fried Chicken,https://www.allrecipes.com/recipe/178809/southern-style-buttermilk-fried-chicken/,Soul Food,2 cups buttermilk 1 tablespoon Dijon mustard 1 teaspoon salt 1 teaspoon ground black pepper 1 teaspoon cayenne pepper 1  whole chicken cut into pieces 2 cups allpurpose flour 1 tablespoon baking powder 1 tablespoon garlic powder 1 tablespoon onion powder 5 cups vegetable oil for frying,"['garlic', 'onion', 'chicken', 'milk', 'butter', 'flour']"
Southern Grits Casserole,https://www.allrecipes.com/recipe/46968/southern-grits-casserole/,Soul Food,6 cups water 2 cups uncooked grits 3 cups shredded Cheddar cheese divided ½ cup butter cut into pieces divided 1 pound ground pork sausage 12 large eggs ½ cup milk   salt and pepper to taste,"['eggs', 'pork', 'sausage', 'milk', 'cheese', 'butter']"
Perfect Mixed Greens,https://www.allrecipes.com/recipe/218507/perfect-mixed-greens/,Soul Food,2 bunches collard greens 2 bunches mustard greens 2 bunches turnip greens 4 cups chicken broth divided 3 tablespoons salt ½ cup vegetable oil ½ cup cooked real bacon bits ½ cup white sugar 4 cloves garlic sliced   salt and pepper to taste,"['garlic', 'turnip', 'chicken', 'sugar']"
Southern Spicy Fried Chicken,https://www.allrecipes.com/recipe/196428/southern-spicy-fried-chicken/,Soul Food,1 3 pound whole chicken cut into 10 pieces   salt and ground black pepper to taste 1 quart buttermilk 2 tablespoons hot pepper sauce 1 teaspoon cayenne pepper 3 cups allpurpose flour 1 tablespoon cayenne pepper 2 teaspoons garlic powder 1 teaspoon paprika   salt and ground black pepper to taste   vegetable oil for deep frying,"['garlic', 'hot pepper', 'chicken', 'milk', 'butter', 'flour']"
Old-Time Kentucky Bacon Milk Gravy for Biscuits,https://www.allrecipes.com/recipe/229035/old-time-kentucky-bacon-milk-gravy-for-biscuits/,Soul Food,¼ cup bacon drippings ¼ cup allpurpose flour 1 teaspoon salt or to taste 1 teaspoon ground black pepper or to taste 4 cups milk,"['milk', 'flour']"
Mayonnaise Biscuits,https://www.allrecipes.com/recipe/24023/mayonnaise-biscuits/,Soul Food,2 cups selfrising flour 1 cup milk 6 tablespoons mayonnaise,"['milk', 'flour']"
Southern-Style Pig Tails,https://www.allrecipes.com/recipe/84740/southern-style-pig-tails/,Soul Food,8  pig tails rinsed 1 medium onion coarsely chopped 6 cloves garlic halved 1 teaspoon red pepper flakes or to taste 1 teaspoon salt,"['garlic', 'onion']"
Creole Chitterlings (Chitlins),https://www.allrecipes.com/recipe/104414/creole-chitterlings-chitlins/,Soul Food,10 pounds fresh chitterlings or frozen chitterlings thawed 2 large onions peeled 1 large potato peeled 3 stalks celery with leaves 1 medium green bell pepper chopped 1 cup apple cider vinegar 3 cloves garlic 2 tablespoons salt 1 large bay leaf 1 teaspoon Creole seasoning to taste 1 teaspoon red pepper flakes or to taste,"['celery', 'garlic', 'onion', 'bell pepper', 'potato', 'apple']"
Southern Fried Chicken,https://www.allrecipes.com/recipe/8635/southern-fried-chicken/,Soul Food,1 cup allpurpose flour 2 teaspoons paprika 1 teaspoon salt 1 teaspoon ground black pepper 1 teaspoon garlic powder 1 teaspoon onion powder 12 teaspoon cayenne pepper Optional 1 3 pound whole chicken cut into pieces,"['garlic', 'onion', 'chicken', 'flour']"
The Right Way to Cook Greens!,https://www.allrecipes.com/recipe/218443/the-right-way-to-cook-greens/,Soul Food,¼ cup bacon drippings 4 bunches collard greens tough stems removed   salt to taste 3 cups water or more as needed Optional,[]
Country Cooking Slow Cooker Neck Bones,https://www.allrecipes.com/recipe/181017/country-cooking-slow-cooker-neck-bones/,Soul Food,3 pounds pork neck bones 1 small onion chopped 3 cloves garlic minced or more to taste 1 teaspoon salt Optional 1 teaspoon dried thyme leaves 4 cups water 1 tablespoon distilled white vinegar,"['garlic', 'onion', 'pork']"
Louisiana Red Beans and Rice,https://www.allrecipes.com/recipe/148759/authentic-no-shortcuts-louisiana-red-beans-and-rice/,Soul Food,1 pound andouille sausage sliced into rounds 1 large sweet onion chopped 1 medium green bell pepper chopped 1 medium jalapeno pepper seeded and chopped Optional 8 cloves garlic chopped 1 pound dried red beans soaked overnight 1  ham hock 10 cups water 6  fresh basil leaves chopped 1 teaspoon Creole seasoning or to taste 1 teaspoon ground black pepper 4 cups hot cooked rice,"['beans', 'garlic', 'onion', 'bell pepper', 'rice', 'sausage']"
Dave's Georgia Black-Eyed Peas,https://www.allrecipes.com/recipe/213015/daves-georgia-black-eyed-peas/,Soul Food,2 pounds dried blackeyed peas 12 cups water 8 cubes chicken bouillon 1 pound bacon ½ cup butter 2 large yellow onions chopped 1 pound cooked ham cut into bitesize pieces   salt and black pepper to taste,"['peas', 'onion', 'chicken', 'butter']"
Southern Ham and Brown Beans,https://www.allrecipes.com/recipe/40203/southern-ham-and-brown-beans/,Soul Food,1 pound dry pinto beans 1  large meaty ham hock 1 large onion chopped 2 cloves garlic minced 8 cups water 1 teaspoon chili powder 1 teaspoon salt or to taste ¼ teaspoon ground black pepper or to taste,"['beans', 'garlic', 'onion']"
Okra with Tomatoes,https://www.allrecipes.com/recipe/143249/okra-with-tomatoes/,Soul Food,1 tablespoon olive oil 1 small onion minced 3 cloves garlic minced 1 teaspoon cayenne pepper ½ medium green bell pepper minced 1 pound frozen sliced okra 1 15 ounce can stewed tomatoes 1 8 ounce can canned diced tomatoes   salt and ground black pepper to taste,"['garlic', 'onion', 'bell pepper', 'tomato']"
Black-Eyed Pea Soup,https://www.allrecipes.com/recipe/217125/black-eyed-pea-soup/,Soul Food,1 pound bulk pork sausage 1 pound ground beef 1 large onion diced 4 cups water 3 15 ounce cans blackeyed peas drained 1 28 ounce can diced tomatoes 1 10 ounce can diced tomatoes with green chile peppers such as Rotel undrained 1 4 ounce can chopped green chilies 4  beef bouillon cubes 4 teaspoons molasses 1 teaspoon Worcestershire sauce ¾ teaspoon garlic salt ½ teaspoon salt ¼ teaspoon ground black pepper ¼ teaspoon ground cumin,"['peas', 'garlic', 'onion', 'tomato', 'beef', 'pork', 'sausage']"
Breakfast Grits,https://www.allrecipes.com/recipe/14020/breakfast-grits/,Soul Food,3 cups water ½ teaspoon salt 1 cup hominy grits ½ cup shredded sharp Cheddar cheese 1 tablespoon butter   freshly ground black pepper,"['cheese', 'butter']"
Chicken Bog,https://www.allrecipes.com/recipe/9057/chicken-bog/,Soul Food,6 cups water 1 3 pound whole chicken 1 medium onion chopped 1 tablespoon salt 3 ½ cups chicken broth ½ pound smoked sausage of your choice sliced 1 cup longgrain white rice 2 tablespoons Italianstyle seasoning 2 cubes chicken bouillon,"['onion', 'rice', 'chicken', 'sausage']"
Chicken and Waffles,https://www.allrecipes.com/recipe/193287/chicken-and-waffles/,Soul Food,4  eggs ¼ cup heavy cream 2 tablespoons cayenne pepper 1 tablespoon salt 1 tablespoon ground black pepper 2 cups allpurpose flour 1 cup cornstarch 1 tablespoon salt 1 quart peanut oil for frying 8  chicken tenders 1 cup mayonnaise ¼ cup maple syrup 2 teaspoons prepared horseradish 1 teaspoon dry mustard powder 12 slices bacon 8 thin slices Cheddar cheese 8  plain frozen waffles,"['radish', 'corn', 'chicken', 'eggs', 'cheese', 'flour']"
New Year Black-Eyed Peas,https://www.allrecipes.com/recipe/213029/new-year-black-eyed-peas/,Soul Food,1 pound dry blackeyed peas 2 tablespoons olive oil 1 large yellow onion diced 2 cloves garlic minced 2 32 ounce cartons chicken broth 8 cups water 1 pound smoked ham hocks 1 145 ounce can diced tomatoes 5  pepperoncini peppers 1  bay leaf ½ teaspoon garlic powder ¼ teaspoon ground thyme   salt and pepper to taste,"['peas', 'garlic', 'onion', 'tomato', 'chicken']"
Cathead Biscuits,https://www.allrecipes.com/recipe/236141/cathead-biscuits/,Soul Food,4 cups selfrising flour such as WhiteLily® 1 pinch salt Optional 3 tablespoons roomtemperature vegetable shortening such as Crisco® or as needed 1 ¾ cups buttermilk or as needed ¼ cup melted butter for brushing or to taste,"['milk', 'butter', 'flour']"
Southern as You Can Get Collard Greens,https://www.allrecipes.com/recipe/73346/southern-as-you-can-get-collard-greens/,Soul Food,1 bunch collard greens  rinsed trimmed and chopped 2  smoked ham hocks 2 105 ounce cans condensed chicken broth 21 fluid ounces water 1 tablespoon distilled white vinegar   salt and pepper to taste,['chicken']
Hoppin' John,https://www.allrecipes.com/recipe/230316/hoppin-juan/,Soul Food,2 tablespoons butter 1  yellow onion chopped 1  red bell pepper chopped 2 small jalapeño peppers chopped 2 cloves garlic minced 2 cups cooked white rice 1 15 ounce can blackeyed peas drained and rinsed 1 10 ounce can diced tomatoes with habaneros such as Rotel Hot drained 4 slices cooked bacon chopped   salt and ground black pepper to taste,"['peas', 'garlic', 'onion', 'bell pepper', 'tomato', 'rice', 'butter']"
Chef John's Red Beans and Rice,https://www.allrecipes.com/recipe/241499/chef-johns-red-beans-and-rice/,Soul Food,1 pound dry red kidney beans 1 tablespoon vegetable oil 12 ounces andouille sausage diced 1 cup finely diced onion ¾ cup chopped celery ¾ cup poblano peppers 4 cloves garlic minced 2 quarts chicken broth or more as needed 1  smoked ham hock 2  bay leaves 1 teaspoon freshly ground black pepper 1 teaspoon dried thyme ½ teaspoon cayenne pepper or to taste   hot sauce to taste 4 cups cooked white rice 2 tablespoons chopped green onion or to taste,"['celery', 'beans', 'garlic', 'onion', 'rice', 'chicken', 'sausage']"
9 Things You Need to Know About Soul Food,https://www.allrecipes.com/article/9-things-you-need-to-know-about-soul-food/,Soul Food,,[]
Pressure Cooker Red Beans and Sausage,https://www.allrecipes.com/recipe/220863/pressure-cooker-red-beans-and-sausage/,Soul Food,1 pound dried red beans rinsed 1 1 pound package smoked sausage sliced 1  bay leaf 2 tablespoons Cajun seasoning or to taste ½  clove garlic chopped ½  onion chopped 1 stalk celery chopped ½  green bell pepper chopped 1 teaspoon salt 1 teaspoon dried parsley ¼ teaspoon ground cumin 5 cups cold water or as needed,"['celery', 'beans', 'garlic', 'onion', 'bell pepper', 'sausage']"
Neck Bones and Lima Beans,https://www.allrecipes.com/recipe/184741/neck-bones-and-lima-beans/,Soul Food,2 tablespoons garlic powder 2 tablespoons onion powder 1 tablespoon cayenne pepper 1 tablespoon rubbed sage 1 tablespoon ground nutmeg 1 teaspoon seasoned salt   salt and pepper to taste 3 pounds pork neck bones 3 tablespoons olive oil 1 cup diced onion 1 cup chopped red bell pepper 1 16 ounce package dried lima beans 10 cups water divided,"['beans', 'garlic', 'onion', 'bell pepper', 'pork']"
Best Ever Pinto Beans,https://www.allrecipes.com/recipe/220823/best-ever-pinto-beans/,Soul Food,1 pound dried pinto beans 6 cups water or more as needed to cover 1  smoked ham hock 1 teaspoon kosher salt 1 tablespoon brown sugar 1 65 ounce can tomato sauce,"['beans', 'tomato', 'sugar']"
Ham with Red Eye Gravy,https://www.allrecipes.com/recipe/229271/ham-with-red-eye-gravy/,Soul Food,1 tablespoon vegetable oil ½ cup chopped fatty ham scraps 4 14 inch thick slices ham   salt and freshly ground black pepper to taste ⅛ teaspoon cayenne pepper or to taste 1 teaspoon allpurpose flour ⅔ cup brewed coffee,['flour']
Flavorful Southern Fried Chicken,https://www.allrecipes.com/recipe/86296/flavorful-southern-fried-chicken/,Soul Food,⅔ cup allpurpose flour ⅔ cup grated Parmesan cheese 1 ⅓ cups bread crumbs 1 teaspoon poultry seasoning ½ teaspoon onion powder ½ teaspoon garlic powder ½ teaspoon salt ½ teaspoon pepper 1 ½ cups milk 12 ounces chicken tenderloins 1 ½ cups vegetable oil for frying,"['garlic', 'onion', 'chicken', 'milk', 'cheese', 'flour']"
Oven Fried Okra,https://www.allrecipes.com/recipe/218189/oven-fried-okra/,Soul Food,1 16 ounce package frozen cut okra   butter flavored cooking spray ¼ cup yellow cornmeal ¼ cup panko bread crumbs ½ teaspoon garlic salt ¼ teaspoon ground black pepper Optional,"['garlic', 'corn', 'butter']"
Tam's Black-Eye Peas,https://www.allrecipes.com/recipe/216103/tams-black-eye-peas/,Soul Food,1  smoked turkey leg 3 links hot beef link sausage diced ¼ cup finely chopped onion 1 tablespoon garlic salt 1 teaspoon ground black pepper 1 teaspoon seasoned salt 6 cups water or as needed 3 16 ounce packages frozen blackeyed peas 1 teaspoon white sugar,"['peas', 'garlic', 'onion', 'beef', 'turkey', 'sausage', 'sugar']"
Sausage Biscuits and Gravy,https://www.allrecipes.com/recipe/230814/sausage-biscuits-and-gravy/,Soul Food,1 19 ounce can Southernstyle flaky refrigerated biscuits such as Pillsbury Grands® 1 16 ounce package mapleflavored breakfast sausage 3 tablespoons allpurpose flour or as needed 1 12 ounce can evaporated milk 1 ½ cups milk ½ teaspoon salt ¼ teaspoon ground black pepper 1 teaspoon butter,"['sausage', 'milk', 'butter', 'flour']"
A Southern Fried Chicken,https://www.allrecipes.com/recipe/57676/a-southern-fried-chicken/,Soul Food,3 cups allpurpose flour 1 tablespoon seasoned salt 1 tablespoon garlic powder 1 tablespoon onion powder 1 tablespoon coarse ground black pepper 2  eggs 4 cups buttermilk 1 cup barbeque sauce 2 tablespoons Worcestershire sauce 1 tablespoon steak sauce 1 3 pound whole chicken cut into pieces 2 cups oil for frying,"['garlic', 'onion', 'chicken', 'eggs', 'milk', 'butter', 'flour']"
Cheesy Baked Grits,https://www.allrecipes.com/recipe/76181/cheesy-baked-grits/,Soul Food,1 quart milk ½ cup butter 1 cup uncooked grits 1 teaspoon salt ½ teaspoon white pepper 1 cup shredded Cheddar cheese ⅓ cup butter ½ cup grated Parmesan cheese,"['milk', 'cheese', 'butter']"
Down-South Style Green Beans,https://www.allrecipes.com/recipe/57337/down-south-style-green-beans/,Soul Food,6 cups water 1  ham hock 2 tablespoons lard or other cooking fat 1 teaspoon seasoning salt ½ teaspoon salt ½ teaspoon black pepper ½ teaspoon garlic powder ½ teaspoon onion powder 1 pound fresh green beans  rinsed trimmed and snapped into bite size pieces,"['beans', 'green beans', 'garlic', 'onion']"
New Year's Day Black-Eyed Peas,https://www.allrecipes.com/recipe/16022/new-years-day-black-eyed-peas/,Soul Food,1 pound dry blackeyed peas 2 cups chopped cooked ham   salt and pepper to taste 1 pinch garlic powder 2  onions diced 1 145 ounce can whole tomatoes,"['peas', 'garlic', 'onion', 'tomato']"
Black-Eyed Peas and Ham Hocks,https://www.allrecipes.com/recipe/69600/black-eyed-peas-and-ham-hocks/,Soul Food,1 pound dry blackeyed peas 3 cups water plus more if needed 2  smoked ham hocks 1  bay leaf ½ teaspoon black pepper plus more to taste   salt to taste,['peas']
"Okra, Corn and Tomatoes",https://www.allrecipes.com/recipe/81066/okra-corn-and-tomatoes/,Soul Food,2 slices bacon chopped 1 medium onion chopped 1 10 ounce package frozen cut okra 1 145 ounce can diced tomatoes drained 1 20 ounce package frozen corn 1 tablespoon file powder   salt and pepper to taste,"['onion', 'corn', 'tomato']"
Easy Hoppin' John,https://www.allrecipes.com/recipe/213023/easy-hoppin-john/,Soul Food,1 pound smoked beef sausage cut into bitesize pieces 1 small onion chopped 3 15 ounce cans blackeyed peas rinsed and drained 2 1075 ounce cans low sodium chicken stock 1 cup water ½ teaspoon cayenne pepper or to taste 2 cups uncooked instant rice,"['peas', 'onion', 'rice', 'chicken', 'beef', 'sausage']"
Teena's Overnight Southern Buttermilk Biscuits,https://www.allrecipes.com/recipe/141972/teenas-overnight-southern-buttermilk-biscuits/,Soul Food,4 cups selfrising flour 2 tablespoons white sugar ⅔ cup shortening 2 cups buttermilk,"['milk', 'butter', 'flour', 'sugar']"
CindyD's Somewhat Southern Fried Chicken,https://www.allrecipes.com/recipe/219072/cindyds-somewhat-southern-fried-chicken/,Soul Food,2  eggs 1 ½ cups allpurpose flour 1 tablespoon rubbed sage 1 teaspoon salt 1 teaspoon ground black pepper ½ teaspoon onion powder ½ teaspoon garlic powder 2 cups vegetable oil for frying or as needed 4  chicken leg quarters cut into thighs and drumsticks,"['garlic', 'onion', 'chicken', 'eggs', 'flour']"
Tanya's Louisiana Southern Fried Chicken,https://www.allrecipes.com/recipe/8802/tanyas-louisiana-southern-fried-chicken/,Soul Food,1 3 pound whole chicken cut into 6 pieces 2  eggs beaten 1 12 fluid ounce can evaporated milk 2 teaspoons salt 2 teaspoons ground black pepper 2 teaspoons garlic powder 2 teaspoons onion powder 2 ½ cups allpurpose flour 1 ½ cups vegetable oil for frying,"['garlic', 'onion', 'chicken', 'eggs', 'milk', 'flour']"
Smothered Collard Greens and Cabbage,https://www.allrecipes.com/recipe/194914/smothered-collard-greens-and-cabbage/,Soul Food,½ pound bacon chopped ½ large onion chopped 5 leaves collard greens  rinsed trimmed and chopped   salt and ground black pepper to taste 1 teaspoon greens seasoning divided 1 head cabbage chopped 1 pinch white sugar,"['cabbage', 'onion', 'sugar']"
Okra Patties,https://www.allrecipes.com/recipe/60515/okra-patties/,Soul Food,3 cups vegetable oil for frying 1 pound okra finely chopped 1 cup finely chopped onion 1 teaspoon salt ¼ teaspoon pepper ½ cup water 1  egg ½ cup allpurpose flour 1 teaspoon baking powder ½ cup cornmeal,"['onion', 'corn', 'flour']"
Creole Okra,https://www.allrecipes.com/recipe/77400/creole-okra/,Soul Food,2 tablespoons olive oil ½ large onion chopped 2 cloves garlic minced ½  green bell pepper chopped 1 16 ounce can diced tomatoes in juice ⅜ teaspoon dried thyme 2 tablespoons chopped fresh parsley ¼ teaspoon cayenne pepper   salt and pepper to taste 1 16 ounce package frozen cut okra,"['garlic', 'onion', 'bell pepper', 'tomato']"
Kentucky Biscuits,https://www.allrecipes.com/recipe/85594/kentucky-biscuits/,Soul Food,2 cups allpurpose flour 2 ½ teaspoons baking powder ½ teaspoon baking soda 1 dash salt 1 tablespoon white sugar ½ cup butter ¾ cup buttermilk,"['milk', 'butter', 'flour', 'sugar']"
Okra and Tomatoes,https://www.allrecipes.com/recipe/20899/okra-and-tomatoes/,Soul Food,2 slices bacon 1 pound frozen okra thawed and sliced 1 small onion chopped ½  green bell pepper chopped 2  celery chopped 1 145 ounce can stewed tomatoes   salt and pepper to taste,"['celery', 'onion', 'bell pepper', 'tomato']"
Southern Collard Greens,https://www.allrecipes.com/recipe/16024/southern-collard-greens/,Soul Food,1 ½ quarts water 1 ½ pounds ham hocks 4 pounds collard greens rinsed and trimmed ½ teaspoon crushed red pepper flakes Optional ¼ cup vegetable oil   salt and pepper to taste,[]
Braised Collard Greens,https://www.allrecipes.com/recipe/57714/braised-collard-greens/,Soul Food,2 pounds collard greens  rinsed stemmed and thinly sliced 2 pounds fresh ham hocks ½ pound salt pork 3 quarts chicken stock 1 cup chopped onion 2  bay leaves ¼ teaspoon red pepper flakes 2 tablespoons white sugar   salt and freshly ground black pepper to taste 2 teaspoons red wine vinegar,"['onion', 'chicken', 'pork', 'sugar']"
Garlic Chicken Fried Chicken,https://www.allrecipes.com/recipe/86047/garlic-chicken-fried-chicken/,Soul Food,2 teaspoons garlic powder or to taste 1 teaspoon ground black pepper 1 teaspoon salt 1 teaspoon paprika ½ cup seasoned bread crumbs 1 cup allpurpose flour ½ cup milk 1  egg 4  skinless boneless chicken breast halves  pounded thin 1 cup oil for frying or as needed,"['garlic', 'chicken', 'milk', 'flour']"
Down-Home Black-Eyed Peas,https://www.allrecipes.com/recipe/213022/down-home-black-eyed-peas/,Soul Food,3 cups dry blackeyed peas 12 cups water 3 pounds smoked ham hocks 1 ¼ cups chopped onion 1 cup chopped celery 1 teaspoon salt ⅛ teaspoon cayenne pepper 1  bay leaf 1 10 ounce package frozen sliced okra thawed,"['celery', 'peas', 'onion']"
Shrimp and Cheesy Grits with Bacon,https://www.allrecipes.com/recipe/220903/shrimp-and-cheesy-grits-with-bacon/,Soul Food,1 ½ cups chicken broth 1 ½ cups evaporated milk ¾ cup quickcooking grits ½ teaspoon salt 1 cup shredded Cheddar cheese 1 cup chopped raw bacon 2 tablespoons bacon drippings 1 pound uncooked medium shrimp peeled and deveined ½ cup diced green bell pepper ½ cup diced onion 1 tablespoon shredded Cheddar cheese or as desired,"['onion', 'bell pepper', 'chicken', 'milk', 'cheese']"
Authentic Louisiana Red Beans and Rice,https://www.allrecipes.com/recipe/58211/authentic-louisiana-red-beans-and-rice/,Soul Food,1 pound dry kidney beans ¼ cup olive oil 1 large onion chopped 1  green bell pepper chopped 2 stalks celery chopped 2 tablespoons minced garlic 6 cups water 2  bay leaves 1 tablespoon dried parsley 1 teaspoon dried thyme 1 teaspoon Cajun seasoning ½ teaspoon cayenne pepper ¼ teaspoon dried sage 1 pound andouille sausage sliced 4 cups water 2 cups long grain white rice,"['celery', 'beans', 'garlic', 'onion', 'bell pepper', 'rice', 'sausage']"
Chef John's Buttermilk Fried Chicken,https://www.allrecipes.com/recipe/220128/chef-johns-buttermilk-fried-chicken/,Soul Food,1 3 12 pound chicken cut into 8 pieces 1 teaspoon black pepper 1 teaspoon salt 1 teaspoon paprika ½ teaspoon white pepper ¼ teaspoon dried rosemary ¼ teaspoon ground thyme ¼ teaspoon dried oregano ¼ teaspoon dried sage ¼ teaspoon cayenne pepper 2 cups buttermilk,"['chicken', 'milk', 'butter']"
Southern Fried Catfish,https://www.allrecipes.com/recipe/140930/southern-fried-catfish/,Soul Food,½ cup buttermilk ½ cup water   salt and pepper to taste 1 pound catfish fillets cut in strips 1 ½ cups fine cornmeal ½ cup allpurpose flour 1 teaspoon seafood seasoning such as Old Bay™ 1 quart vegetable oil for deep frying,"['corn', 'milk', 'butter', 'flour']"
Cape Malay Pickled Fish,https://www.allrecipes.com/recipe/104444/cape-malay-pickled-fish/,South African,½ cup vegetable oil for frying 3 pounds cod fillets cut into 2 to 3 ounce portions   salt to taste 2 large onions peeled and sliced into rings 2 cloves garlic chopped 1  red chile pepper seeded and sliced lengthwise 3 large bay leaves 8  whole black peppercorns 4  whole allspice berries 2 cups red wine vinegar ½ cup water ½ cup packed brown sugar or to taste 2 tablespoons curry powder 2 teaspoons ground cumin 2 teaspoons ground coriander 1 teaspoon ground turmeric,"['garlic', 'onion', 'corn', 'sugar']"
Tomato Bredie,https://www.allrecipes.com/recipe/68735/tomato-bredie/,South African,1 tablespoon vegetable oil 3 ½ pounds lamb or mutton breast chops chopped into portions 2 tablespoons cake flour 1 large onion chopped 2 ¼ pounds fresh tomatoes chopped 1 tablespoon white vinegar 2  bay leaves 1 cube beef bouillon cube 1 teaspoon salt 1 teaspoon brown sugar 6  whole white peppercorns ½ teaspoon freshly ground black pepper 1 dash Worcestershire sauce 2 medium potatoes quartered Optional,"['onion', 'potato', 'corn', 'tomato', 'beef', 'flour', 'sugar']"
South African Malvapoeding (Marshmallow Pudding),https://www.allrecipes.com/recipe/58465/south-african-malvapoeding-marshmallow-pudding/,South African,2 tablespoons butter 1 teaspoon white vinegar ½ cup milk 1 cup superfine sugar 2  eggs 1 tablespoon apricot jelly 1 ⅓ cups cake flour 1 teaspoon baking soda 1 pinch salt,"['apricot', 'eggs', 'milk', 'butter', 'flour', 'sugar']"
South African Brown Pudding,https://www.allrecipes.com/recipe/214766/south-african-brown-pudding/,South African,2 cups white sugar 4  eggs 2 cups flour 2 teaspoons baking powder 2 teaspoons baking soda ½ teaspoon salt 3 tablespoons distilled white vinegar 2 tablespoons apricot jam 2 cups milk,"['apricot', 'eggs', 'milk', 'flour', 'sugar']"
Ginger Malva Pudding,https://www.allrecipes.com/recipe/256679/ginger-malva-pudding/,South African,1 cup white sugar 1  egg 1 tablespoon butter 1 tablespoon apricot jam 1 tablespoon white vinegar 2 teaspoons ground ginger 1 teaspoon baking soda 1 cup milk 1 cup allpurpose flour,"['apricot', 'milk', 'butter', 'flour', 'sugar']"
Pumpkin Soufflé Casserole,https://www.allrecipes.com/recipe/239216/pumpkin-casserolesouffle/,South African,½ cup white sugar ½ cup unsalted butter softened 3 large eggs 1 ½ cups pumpkin purée 1 cup milk ½ cup cake flour 2 teaspoons baking powder 1 pinch ground cinnamon or more to taste,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Chakalaka,https://www.allrecipes.com/recipe/284143/chakalaka/,South African,1 tablespoon oil or as needed 3 medium onions diced 2 medium green bell peppers diced 3 medium carrots diced 3 medium tomatoes diced 2 small Thai green chiles chopped ¼ cup water 1 cube vegetable bouillon 1 teaspoon curry powder or to taste 1 teaspoon chili powder   salt and ground black pepper to taste,"['onion', 'bell pepper', 'carrot', 'tomato']"
